word_index	level	word	pinyin	pinyin_numbered	pinyin_cc-cedict	part_of_speech
482	2	右边	yòubian	you4 bian5	you4 bian5	名
483	2	鱼	yú	yu2	yu2	名
484	2	远	yuǎn	yuan3	yuan3	形
485	2	运动	yùndòng	yun4 dong4	yun4 dong4	动、名
486	2	站1	zhàn	zhan4	zhan4	名
487	2	丈夫	zhàngfu	zhang4 fu5	zhang4 fu5	名
488	2	这么	zhème	zhe4 me5	zhe4 me5	代
489	2	这样	zhèyàng	zhe4 yang4	zhe4 yang4	代
490	2	着	zhe	zhe5	zhe5	助
491	2	正	zhèng	zheng4	zheng4	副
491	5	正	zhèng	zheng4	zheng4	形
492	2	周	zhōu	zhou1	zhou1	名
492	6	周	zhōu	zhou1	zhou1	量
493	2	准备	zhǔnbèi	zhun3 bei4	zhun3 bei4	动
494	2	自己	zìjǐ	zi4 ji3	zi4 ji3	代
495	2	走	zǒu	zou3	zou3	动
496	2	走路	zǒulù	zou3 lu4	zou3 lu4	动
497	2	足球	zúqiú	zu2 qiu2	zu2 qiu2	名
498	2	最	zuì	zui4	zui4	副
499	2	左	zuǒ	zuo3	zuo3	名
500	2	左边	zuǒbian	zuo3 bian5	zuo3 bian5	名
501	3	阿姨	āyí	a1 yi2	a1 yi2	名
502	3	矮	ǎi	ai3	ai3	形
503	3	爱人	àiren	air4 en5	ai4 r5 en5	名
504	3	安静	ānjìng	an1 jing4	an1 jing4	形
505	3	安全	ānquán	an1 quan2	an1 quan2	形
506	3	把	bǎ	ba3	ba3	量、介
507	3	搬	bān	ban1	ban1	动
508	3	班级	bānjí	ban1 ji2	ban1 ji2	名
509	3	搬家	bānjiā	ban1 jia1	ban1 jia1	动
510	3	办	bàn	ban4	ban4	动
511	3	办法	bànfǎ	ban4 fa3	ban4 fa3	名
512	3	办公室	bàngōngshì	bang4 o1 ng5 shi4	bang4 o1 ng5 shi4	名
513	3	半天	bàntiān	ban4 tian1	ban4 tian1	数量
514	3	帮助	bāngzhù	bang1 zhu4	bang1 zhu4	动
515	3	饱	bǎo	bao3	bao3	形
516	3	报纸	bàozhǐ	bao4 zhi3	bao4 zhi3	名
517	3	北	běi	bei3	bei3	名
518	3	北方	běifāng	bei3 fang1	bei3 fang1	名
519	3	被	bèi	bei4	bei4	介
520	3	笔记	bǐjì	bi3 ji4	bi3 ji4	名
521	3	比较	bǐjiào	bi3 jiao4	bi3 jiao4	动、介、副
522	3	笔记本	bǐjìběn	bi3 ji4 ben3	bi3 ji4 ben3	名
523	3	比如	bǐrú	bi3 ru2	bi3 ru2	动
524	3	比赛	bǐsài	bi3 sai4	bi3 sai4	动、名
525	3	必须	bìxū	bi4 xu1	bi4 xu1	副
526	3	变	biàn	bian4	bian4	动
527	3	遍	biàn	bian4	bian4	量
528	3	变成	biànchéng	bian4 cheng2	bian4 cheng2	动
529	3	变化	biànhuà	bian4 hua4	bian4 hua4	动、名
530	3	表演	biǎoyǎn	biao3 yan3	biao3 yan3	动
531	3	别的	biéde	bie2 de5	bie2 de5	代
532	3	别人	biérén	bier2 en2	bie2 r5 en2	代
533	3	宾馆	bīnguǎn	bin1 guan3	bin1 guan3	名
534	3	冰	bīng	bing1	bing1	名
534	5	冰	bīng	bing1	bing1	动
535	3	冰激凌	bīngjīlíng	bing1 ji1 ling2	bing1 ji1 ling2	名
536	3	冰箱	bīngxiāng	bing1 xiang1	bing1 xiang1	名
537	3	病人	bìngrén	bingr4 en2	bing4 r5 en2	名
538	3	不但	búdàn	bu2 dan4	bu4 dan4	连
539	3	不见	bújiàn	bu2 jian4	bu4 jian4	动
540	3	不用	búyòng	bu2 yong4	bu4 yong4	副
541	3	不同	bùtóng	bu4 tong2	bu4 tong2	
542	3	不久	bùjiǔ	bu4 jiu3	bu4 jiu3	形
543	3	不行	bùxíng	bu4 xing2	bu4 xing2	动、形
544	3	才1	cái	cai2	cai2	副
545	3	菜单	càidān	cai4 dan1	cai4 dan1	名
546	3	参加	cānjiā	can1 jia1	can1 jia1	动
547	3	草	cǎo	cao3	cao3	名
548	3	草地	cǎodì	cao3 di4	cao3 di4	名
549	3	层	céng	ceng2	ceng2	量
550	3	查	chá	cha2	cha2	动
551	3	差	chà	cha4	cha4	形、动
552	3	差不多	chàbuduō	cha4 bu5 duo1	cha4 bu4 duo1	形、副
553	3	尝	cháng	chang2	chang2	动
554	3	常	cháng	chang2	chang2	副
555	3	常见	chángjiàn	chang2 jian4	chang2 jian4	
556	3	常用	chángyòng	chang2 yong4	chang2 yong4	
557	3	常常	chángcháng	chang2 chang2	chang2 chang2	副
558	3	衬衫	chènshān	chen4 shan1	chen4 shan1	名
559	3	成绩	chéngjì	cheng2 ji4	cheng2 ji4	名
560	3	城市	chéngshì	cheng2 shi4	cheng2 shi4	名
561	3	迟到	chídào	chi2 dao4	chi2 dao4	动
562	3	出发	chūfā	chu1 fa1	chu1 fa1	动
563	3	出生	chūshēng	chu1 sheng1	chu1 sheng1	动
564	3	出院	chūyuàn	chu1 yuan4	chu1 yuan4	动
565	3	初中	chūzhōng	chu1 zhong1	chu1 zhong1	名
566	3	除了	chúle	chu2 le5	chu2 le5	介
567	3	船	chuán	chuan2	chuan2	名
568	3	春天	chūntiān	chun1 tian1	chun1 tian1	名
569	3	词典	cídiǎn	ci2 dian3	ci2 dian3	名
570	3	聪明	cōngmíng	cong1 ming2	cong1 ming2	形
571	3	打扫	dǎsǎo	da3 sao3	da3 sao3	动
572	3	打算	dǎsuàn	da3 suan4	da3 suan4	动、名
573	3	大概	dàgài	da4 gai4	da4 gai4	形、副
573	6	大概	dàgài	da4 gai4	da4 gai4	名
574	3	大人	dàren	dar4 en5	da4 r5 en5	名
575	3	大小	dàxiǎo	da4 xiao3	da4 xiao3	名
576	3	大熊猫	dàxióngmāo	da4 xiong2 mao1	da4 xiong2 mao1	名
577	3	大衣	dàyī	da4 yi1	da4 yi1	名
578	3	带	dài	dai4	dai4	动
578	5	带	dài	dai4	dai4	名
579	3	担心	dānxīn	dan1 xin1	dan1 xin1	动
580	3	蛋糕	dàngāo	dang4 ao1	dang4 ao1	名
581	3	当然	dāngrán	dangr1 an2	dang1 r5 an2	副
582	3	到处	dàochù	dao4 chu4	dao4 chu4	副
583	3	得	dé	de2	de2	动
584	3	得到	dédào	de2 dao4	de2 dao4	动
585	3	得分	défēn	de2 fen1	de2 fen1	动、名
586	3	的话	dehuà	de5 hua4	de5 hua4	助
587	3	得	děi	dei3	dei3	动
588	3	灯	dēng	deng1	deng1	名
589	3	地	dì	di4	di4	名
590	3	地点	dìdiǎn	di4 dian3	di4 dian3	名
591	3	地方	dìfang	di4 fang5	di4 fang5	名
592	3	地图	dìtú	di4 tu2	di4 tu2	名
593	3	电	diàn	dian4	dian4	名
593	5	电	diàn	dian4	dian4	动
594	3	电梯	diàntī	dian4 ti1	dian4 ti1	名
595	3	电子书	diànzǐshū	dian4 zi3 shu1	dian4 zi3 shu1	名
596	3	丢	diū	diu1	diu1	动
597	3	东	dōng	dong1	dong1	名
598	3	东北	dōngběi	dong1 bei3	dong1 bei3	名
599	3	东方	dōngfāng	dong1 fang1	dong1 fang1	名
600	3	东南	dōngnán	dong1 nan2	dong1 nan2	名
601	3	冬天	dōngtiān	dong1 tian1	dong1 tian1	名
602	3	懂得	dǒngde	dong3 de5	dong3 de5	动
603	3	动物	dòngwù	dong4 wu4	dong4 wu4	名
604	3	动物园	dòngwùyuán	dong4 wu4 yuan2	dong4 wu4 yuan2	名
605	3	短	duǎn	duan3	duan3	形
606	3	短裤	duǎnkù	duan3 ku4	duan3 ku4	名
607	3	段	duàn	duan4	duan4	量
608	3	锻炼	duànliàn	duan4 lian4	duan4 lian4	动
609	3	对话	duìhuà	dui4 hua4	dui4 hua4	动
610	3	饿	è	e4	e4	形
611	3	而且	érqiě	er2 qie3	er2 qie3	连
612	3	耳朵	ěrduo	er3 duo5	er3 duo5	名
613	3	耳机	ěrjī	er3 ji1	er3 ji1	名
614	3	发	fā	fa1	fa1	动
615	3	发烧	fāshāo	fa1 shao1	fa1 shao1	动
616	3	发生	fāshēng	fa1 sheng1	fa1 sheng1	动
617	3	发现	fāxiàn	fa1 xian4	fa1 xian4	动
618	3	发展	fāzhǎn	fa1 zhan3	fa1 zhan3	动
619	3	方便	fāngbiàn	fang1 bian4	fang1 bian4	形
620	3	方便面	fāngbiànmiàn	fang1 bian4 mian4	fang1 bian4 mian4	名
621	3	方法	fāngfǎ	fang1 fa3	fang1 fa3	名
622	3	方向	fāngxiàng	fang1 xiang4	fang1 xiang4	名
623	3	房子	fángzi	fang2 zi5	fang2 zi5	名
624	3	放	fàng	fang4	fang4	动
625	3	放假	fàngjià	fang4 jia4	fang4 jia4	动
626	3	放心	fàngxīn	fang4 xin1	fang4 xin1	动
627	3	放学	fàngxué	fang4 xue2	fang4 xue2	动
628	3	分开	fēnkāi	fen1 kai1	fen1 kai1	动
629	3	风	fēng	feng1	feng1	名
630	3	封	fēng	feng1	feng1	量
630	6	封	fēng	feng1	feng1	动
631	3	夫妻	fūqī	fu1 qi1	fu1 qi1	名
632	3	服务	fúwù	fu2 wu4	fu2 wu4	动
633	3	附近	fùjìn	fu4 jin4	fu4 jin4	名
634	3	复习	fùxí	fu4 xi2	fu4 xi2	动
635	3	该1	gāi	gai1	gai1	动
636	3	干净	gānjìng	gan1 jing4	gan1 jing4	形
637	3	感兴趣	gǎnxìngqù	gan3 xing4 qu4	gan3 xing4 qu4	
638	3	感到	gǎndào	gan3 dao4	gan3 dao4	动
639	3	感冒	gǎnmào	gan3 mao4	gan3 mao4	名、动
640	3	干	gàn	gan4	gan4	动
641	3	刚	gāng	gang1	gang1	副
642	3	刚才	gāngcái	gang1 cai2	gang1 cai2	名
643	3	刚刚	gānggāng	gang1 gang1	gang1 gang1	副
644	3	高铁	gāotiě	gao1 tie3	gao1 tie3	名
645	3	根据	gēnjù	gen1 ju4	gen1 ju4	动、介
645	5	根据	gēnjù	gen1 ju4	gen1 ju4	名
646	3	更	gèng	geng4	geng4	副
647	3	公斤	gōngjīn	gong1 jin1	gong1 jin1	量
648	3	公园	gōngyuán	gong1 yuan2	gong1 yuan2	名
649	3	工作日	gōngzuòrì	gong1 zuo4 ri4	gong1 zuo4 ri4	名
650	3	故事	gùshi	gu4 shi5	gu4 shi5	名
651	3	刮	guā	gua1	gua1	动
652	3	关	guān	guan1	guan1	动
652	5	关	guān	guan1	guan1	名
653	3	关机	guānjī	guan1 ji1	guan1 ji1	动
654	3	关系	guānxì	guan1 xi4	guan1 xi4	名
654	4	关系	guānxì	guan1 xi4	guan1 xi4	动
655	3	关心	guānxīn	guan1 xin1	guan1 xin1	动
656	3	关于	guānyú	guan1 yu2	guan1 yu2	介
657	3	关注	guānzhù	guan1 zhu4	guan1 zhu4	动
658	3	国家	guójiā	guo2 jia1	guo2 jia1	名
659	3	过节	guòjié	guo4 jie2	guo4 jie2	动
660	3	过去2	guòqù	guo4 qu4	guo4 qu4	名
661	3	海	hǎi	hai3	hai3	名
662	3	害怕	hàipà	hai4 pa4	hai4 pa4	动
663	3	好多	hǎoduō	hao3 duo1	hao3 duo1	数
664	3	好久	hǎojiǔ	hao3 jiu3	hao3 jiu3	形
665	3	好像	hǎoxiàng	hao3 xiang4	hao3 xiang4	动、副
666	3	号码	hàomǎ	hao4 ma3	hao4 ma3	名
667	3	河	hé	he2	he2	名
668	3	合适	héshì	he2 shi4	he2 shi4	形
669	3	黑板	hēibǎn	hei1 ban3	hei1 ban3	名
670	3	红绿灯	hóng-lǜdēng	hong2 lü4 deng1	hong2 lü4 deng1	名
671	3	后来	hòulái	hou4 lai2	hou4 lai2	名
672	3	后年	hòunián	hou4 nian2	hou4 nian2	名
673	3	后天	hòutiān	hou4 tian1	hou4 tian1	名
674	3	护照	hùzhào	hu4 zhao4	hu4 zhao4	名
675	3	花园	huāyuán	hua1 yuan2	hua1 yuan2	名
676	3	画家	huàjiā	hua4 jia1	hua4 jia1	名
677	3	欢迎	huānyíng	huan1 ying2	huan1 ying2	动
678	3	还	huán	huan2	huan2	动
679	3	环境	huánjìng	huan2 jing4	huan2 jing4	名
680	3	换	huàn	huan4	huan4	动
681	3	黄色	huángsè	huang2 se4	huang2 se4	名
682	3	回答	huídá	hui2 da2	hui2 da2	动
683	3	会2	huì	hui4	hui4	名
684	3	会议	huìyì	hui4 yi4	hui4 yi4	名
685	3	或	huò	huo4	huo4	连
685	6	或	huò	huo4	huo4	副
686	3	或者	huòzhě	huo4 zhe3	huo4 zhe3	连
687	3	鸡	jī	ji1	ji1	名
688	3	几乎	jīhū	ji1 hu1	ji1 hu1	副
689	3	机会	jīhuì	ji1 hui4	ji1 hui4	名
690	3	极	jí	ji2	ji2	副
691	3	急	jí	ji2	ji2	形、动
692	3	记	jì	ji4	ji4	动
693	3	季	jì	ji4	ji4	名
694	3	季节	jìjié	ji4 jie2	ji4 jie2	名
695	3	加	jiā	jia1	jia1	动
696	3	假期	jiàqī	jia4 qi1	jia4 qi1	名
697	3	坚持	jiānchí	jian1 chi2	jian1 chi2	动
698	3	检查	jiǎnchá	jian3 cha2	jian3 cha2	动
699	3	简单	jiǎndān	jian3 dan1	jian3 dan1	形
700	3	检票	jiǎnpiào	jian3 piao4	jian3 piao4	动
701	3	健康	jiànkāng	jian4 kang1	jian4 kang1	形
702	3	见面	jiànmiàn	jian4 mian4	jian4 mian4	动
703	3	讲	jiǎng	jiang3	jiang3	动
704	3	角	jiǎo	jiao3	jiao3	量
705	3	脚	jiǎo	jiao3	jiao3	名
706	3	接	jiē	jie1	jie1	动
707	3	街	jiē	jie1	jie1	名
708	3	节	jié	jie2	jie2	量、名
708	4	节	jié	jie2	jie2	动
709	3	结婚	jiéhūn	jie2 hun1	jie2 hun1	动
710	3	节目	jiémù	jie2 mu4	jie2 mu4	名
711	3	节日	jiérì	jie2 ri4	jie2 ri4	名
712	3	结束	jiéshù	jie2 shu4	jie2 shu4	动
713	3	解决	jiějué	jie3 jue2	jie3 jue2	动
714	3	姐妹	jiěmèi	jie3 mei4	jie3 mei4	名
715	3	借	jiè	jie4	jie4	动
716	3	斤	jīn	jin1	jin1	量
717	3	经过	jīngguò	jing1 guo4	jing1 guo4	动、名
718	3	经理	jīnglǐ	jing1 li3	jing1 li3	名
719	3	久	jiǔ	jiu3	jiu3	形
720	3	酒	jiǔ	jiu3	jiu3	名
721	3	旧	jiù	jiu4	jiu4	形
722	3	句	jù	ju4	ju4	量
723	3	句子	jùzi	ju4 zi5	ju4 zi5	名
724	3	决定	juédìng	jue2 ding4	jue2 ding4	动、名
725	3	卡	kǎ	ka3	ka3	名
726	3	开花	kāihuā	kai1 hua1	kai1 hua1	动
727	3	开会	kāihuì	kai1 hui4	kai1 hui4	动
728	3	开机	kāijī	kai1 ji1	kai1 ji1	动
729	3	开心	kāixīn	kai1 xin1	kai1 xin1	形
730	3	看来	kànlái	kan4 lai2	kan4 lai2	动
731	3	可	kě	ke3	ke3	连
731	5	可	kě	ke3	ke3	副
732	3	渴	kě	ke3	ke3	形
733	3	可爱	kě’ài	ke3 ai4	ke3 ai4	形
734	3	可是	kěshì	ke3 shi4	ke3 shi4	连
735	3	刻	kè	ke4	ke4	量
735	5	刻	kè	ke4	ke4	动
736	3	课本	kèběn	ke4 ben3	ke4 ben3	名
737	3	客人	kèrén	ker4 en2	ke4 r5 en2	名
738	3	课文	kèwén	ke4 wen2	ke4 wen2	名
739	3	空调	kōngtiáo	kong1 tiao2	kong1 tiao2	名
740	3	哭	kū	ku1	ku1	动
741	3	筷子	kuàizi	kuai4 zi5	kuai4 zi5	名
742	3	矿泉水	kuàngquánshuǐ	kuang4 quan2 shui3	kuang4 quan2 shui3	名
743	3	来自	láizì	lai2 zi4	lai2 zi4	动
744	3	蓝	lán	lan2	lan2	形
745	3	老	lǎo	lao3	lao3	形、前缀
745	4	老	lǎo	lao3	lao3	副
746	3	老人	lǎorén	laor3 en2	lao3 r5 en2	名
747	3	离开	líkāi	li2 kai1	li2 kai1	动
748	3	礼物	lǐwù	li3 wu4	li3 wu4	名
749	3	历史	lìshǐ	li4 shi3	li4 shi3	名
750	3	脸	liǎn	lian3	lian3	名
751	3	练	liàn	lian4	lian4	动
752	3	练习	liànxí	lian4 xi2	lian4 xi2	动、名
753	3	凉快	liángkuai	liang2 kuai5	liang2 kuai5	形
754	3	辆	liàng	liang4	liang4	量
755	3	聊	liáo	liao2	liao2	动
756	3	聊天儿	liáotiānr	liao2 tianr1	liao2 tian1 r5	动
757	3	了解	liǎojiě	liao3 jie3	liao3 jie3	动
758	3	邻居	línjū	lin2 ju1	lin2 ju1	名
759	3	留学	liúxué	liu2 xue2	liu2 xue2	动
760	3	留学生	liúxuéshēng	liu2 xue2 sheng1	liu2 xue2 sheng1	名
761	3	楼梯	lóutī	lou2 ti1	lou2 ti1	名
762	3	路边	lùbiān	lu4 bian1	lu4 bian1	名
763	3	路口	lùkǒu	lu4 kou3	lu4 kou3	名
764	3	马	mǎ	ma3	ma3	名
765	3	马路	mǎlù	ma3 lu4	ma3 lu4	名
766	3	马上	mǎshàng	ma3 shang4	ma3 shang4	副
767	3	满意	mǎnyì	man3 yi4	man3 yi4	动
768	3	毛	máo	mao2	mao2	量
768	5	毛	máo	mao2	mao2	名
769	3	米	mǐ	mi3	mi3	量
770	3	面前	miànqián	mian4 qian2	mian4 qian2	名
771	3	明白	míngbai	ming2 bai5	ming2 bai5	形、动
772	3	名单	míngdān	ming2 dan1	ming2 dan1	名
773	3	名人	míngrén	mingr2 en2	ming2 r5 en2	名
774	3	南	nán	nan2	nan2	名
775	3	难	nán	nan2	nan2	形
775	6	难	nán	nan2	nan2	动
776	3	南方	nánfāng	nan2 fang1	nan2 fang1	名
777	3	难过	nánguò	nan2 guo4	nan2 guo4	形
778	3	难看	nánkàn	nan2 kan4	nan2 kan4	形
779	3	男人	nánrén	nanr2 en2	nan2 r5 en2	名
780	3	男生	nánshēng	nan2 sheng1	nan2 sheng1	名
781	3	难题	nántí	nan2 ti2	nan2 ti2	名
782	3	难听	nántīng	nan2 ting1	nan2 ting1	形
783	3	年级	niánjí	nian2 ji2	nian2 ji2	名
784	3	年轻	niánqīng	nian2 qing1	nian2 qing1	形
785	3	牛	niú	niu2	niu2	名
785	5	牛	niú	niu2	niu2	形
786	3	努力	nǔlì	nu3 li4	nu3 li4	动、形
787	3	女人	nǚrén	nür3 en2	nü3 r5 en2	名
788	3	女生	nǚshēng	nü3 sheng1	nü3 sheng1	名
789	3	爬	pá	pa2	pa2	动
790	3	怕	pà	pa4	pa4	动
790	4	怕	pà	pa4	pa4	副
791	3	拍照	pāizhào	pai1 zhao4	pai1 zhao4	动
792	3	盘子	pánzi	pan2 zi5	pan2 zi5	名
793	3	胖	pàng	pang4	pang4	形
794	3	啤酒	píjiǔ	pi2 jiu3	pi2 jiu3	名
795	3	平时	píngshí	ping2 shi2	ping2 shi2	名
796	3	瓶子	píngzi	ping2 zi5	ping2 zi5	名
797	3	骑	qí	qi2	qi2	动
798	3	奇怪	qíguài	qi2 guai4	qi2 guai4	形
799	3	其实	qíshí	qi2 shi2	qi2 shi2	副
800	3	其他	qítā	qi2 ta1	qi2 ta1	代
801	3	起	qǐ	qi3	qi3	动
801	5	起	qǐ	qi3	qi3	量
802	3	起飞	qǐfēi	qi3 fei1	qi3 fei1	动
803	3	汽车	qìchē	qi4 che1	qi4 che1	名
804	3	铅笔	qiānbǐ	qian1 bi3	qian1 bi3	名
805	3	前年	qiánnián	qian2 nian2	qian2 nian2	名
806	3	前天	qiántiān	qian2 tian1	qian2 tian1	名
807	3	清楚	qīngchu	qing1 chu5	qing1 chu5	形、动
808	3	请假	qǐngjià	qing3 jia4	qing3 jia4	动
809	3	请客	qǐngkè	qing3 ke4	qing3 ke4	动
810	3	秋天	qiūtiān	qiu1 tian1	qiu1 tian1	名
811	3	球场	qiúchǎng	qiu2 chang3	qiu2 chang3	名
812	3	裙子	qúnzi	qun2 zi5	qun2 zi5	名
813	3	然后	ránhòu	ran2 hou4	ran2 hou4	连
814	3	热情	rèqíng	re4 qing2	re4 qing2	形
815	3	认得	rènde	ren4 de5	ren4 de5	动
816	3	认为	rènwéi	ren4 wei2	ren4 wei2	动
817	3	认真	rènzhēn	ren4 zhen1	ren4 zhen1	形
818	3	容易	róngyì	rong2 yi4	rong2 yi4	形
819	3	如果	rúguǒ	ru2 guo3	ru2 guo3	连
820	3	伞	sǎn	san3	san3	名
821	3	扫	sǎo	sao3	sao3	动
822	3	沙发	shāfā	sha1 fa1	sha1 fa1	名
823	3	山	shān	shan1	shan1	名
824	3	上衣	shàngyī	shang4 yi1	shang4 yi1	名
825	3	勺子	sháozi	shao2 zi5	shao2 zi5	名
826	3	身边	shēnbiān	shen1 bian1	shen1 bian1	名
827	3	身高	shēngāo	sheng1 ao1	sheng1 ao1	名
828	3	声	shēng	sheng1	sheng1	名、量
829	3	生活	shēnghuó	sheng1 huo2	sheng1 huo2	名、动
830	3	生气	shēngqì	sheng1 qi4	sheng1 qi4	动
831	3	声音	shēngyīn	sheng1 yin1	sheng1 yin1	名
832	3	市	shì	shi4	shi4	名
833	3	试	shì	shi4	shi4	动
834	3	室	shì	shi4	shi4	名
835	3	世界	shìjiè	shi4 jie4	shi4 jie4	名
836	3	收	shōu	shou1	shou1	动
837	3	收到	shōudào	shou1 dao4	shou1 dao4	动
838	3	受	shòu	shou4	shou4	动
839	3	瘦	shòu	shou4	shou4	形
840	3	受到	shòudào	shou4 dao4	shou4 dao4	动
841	3	叔叔	shūshu	shu1 shu5	shu1 shu5	名
842	3	树	shù	shu4	shu4	名
843	3	数学	shùxué	shu4 xue2	shu4 xue2	名
844	3	刷	shuā	shua1	shua1	动
845	3	双	shuāng	shuang1	shuang1	量
846	3	水平	shuǐpíng	shui3 ping2	shui3 ping2	名
847	3	司机	sījī	si1 ji1	si1 ji1	名
848	3	四季	sìjì	si4 ji4	si4 ji4	名
849	3	太阳	tàiyáng	tai4 yang2	tai4 yang2	名
850	3	糖	táng	tang2	tang2	名
851	3	特别	tèbié	te4 bie2	te4 bie2	形、副
852	3	提高	tígāo	ti2 gao1	ti2 gao1	动
853	3	体育	tǐyù	ti3 yu4	ti3 yu4	名
854	3	体育馆	tǐyùguǎn	ti3 yu4 guan3	ti3 yu4 guan3	名
855	3	甜	tián	tian2	tian2	形
856	3	跳	tiào	tiao4	tiao4	动
857	3	听说	tīngshuō	ting1 shuo1	ting1 shuo1	动
858	3	挺	tǐng	ting3	ting3	副
858	7-9	挺	tǐng	ting3	ting3	动
859	3	同事	tóngshì	tong2 shi4	tong2 shi4	名
860	3	同意	tóngyì	tong2 yi4	tong2 yi4	动
861	3	头发	tóufa	tou2 fa5	tou2 fa5	名
862	3	突然	tūrán	tur1 an2	tu1 r5 an2	形
863	3	图书馆	túshūguǎn	tu2 shu1 guan3	tu2 shu1 guan3	名
864	3	腿	tuǐ	tui3	tui3	名
865	3	外地	wàidì	wai4 di4	wai4 di4	名
866	3	外卖	wàimài	wai4 mai4	wai4 mai4	动、名
867	3	外语	wàiyǔ	wai4 yu3	wai4 yu3	名
868	3	完成	wánchéng	wan2 cheng2	wan2 cheng2	动
869	3	碗	wǎn	wan3	wan3	名
870	3	晚点	wǎndiǎn	wan3 dian3	wan3 dian3	动
871	3	晚会	wǎnhuì	wan3 hui4	wan3 hui4	名
872	3	网球	wǎngqiú	wang3 qiu2	wang3 qiu2	名
873	3	网站	wǎngzhàn	wang3 zhan4	wang3 zhan4	名
874	3	忘记	wàngjì	wang4 ji4	wang4 ji4	动
875	3	为	wèi	wei4	wei4	介
876	3	为了	wèile	wei4 le5	wei4 le5	介
877	3	卫生间	wèishēngjiān	wei4 sheng1 jian1	wei4 sheng1 jian1	名
878	3	文化	wénhuà	wen2 hua4	wen2 hua4	名
879	3	屋子	wūzi	wu1 zi5	wu1 zi5	名
880	3	西	xī	xi1	xi1	名
881	3	西北	xīběi	xi1 bei3	xi1 bei3	名
882	3	西方	xīfāng	xi1 fang1	xi1 fang1	名
883	3	西瓜	xīguā	xi1 gua1	xi1 gua1	名
884	3	西南	xīnán	xin1 an2	xin1 an2	名
885	3	习惯	xíguàn	xi2 guan4	xi2 guan4	动、名
886	3	喜爱	xǐ’ài	xi3 ai4	xi3 ai4	动
887	3	洗衣机	xǐyījī	xi3 yi1 ji1	xi3 yi1 ji1	名
888	3	洗澡	xǐzǎo	xi3 zao3	xi3 zao3	动
889	3	夏天	xiàtiān	xia4 tian1	xia4 tian1	名
890	3	先	xiān	xian1	xian1	副
891	3	香蕉	xiāngjiāo	xiang1 jiao1	xiang1 jiao1	名
892	3	相信	xiāngxìn	xiang1 xin4	xiang1 xin4	动
893	3	箱子	xiāngzi	xiang1 zi5	xiang1 zi5	名
894	3	向	xiàng	xiang4	xiang4	动、介
895	3	像	xiàng	xiang4	xiang4	动
895	4	像	xiàng	xiang4	xiang4	副
895	7-9	像	xiàng	xiang4	xiang4	名
896	3	相机	xiàngjī	xiang4 ji1	xiang4 ji1	名
897	3	小区	xiǎoqū	xiao3 qu1	xiao3 qu1	名
898	3	小心	xiǎoxīn	xiao3 xin1	xiao3 xin1	动、形
899	3	校园	xiàoyuán	xiao4 yuan2	xiao4 yuan2	名
900	3	校长	xiàozhǎng	xiao4 zhang3	xiao4 zhang3	名
901	3	鞋	xié	xie2	xie2	名
902	3	心里	xīnlǐ	xin1 li3	xin1 li3	名
903	3	新年	xīnnián	xin1 nian2	xin1 nian2	名
904	3	新闻	xīnwén	xin1 wen2	xin1 wen2	名
905	3	新鲜	xīnxiān	xin1 xian1	xin1 xian1	形
906	3	信	xìn	xin4	xin4	动、名
907	3	信用卡	xìnyòngkǎ	xin4 yong4 ka3	xin4 yong4 ka3	名
908	3	行	xíng	xing2	xing2	动、形
909	3	行李	xíngli	xing2 li5	xing2 li5	名
910	3	兴趣	xìngqù	xing4 qu4	xing4 qu4	名
911	3	休假	xiūjià	xiu1 jia4	xiu1 jia4	动
912	3	需要	xūyào	xu1 yao4	xu1 yao4	动、名
913	3	选	xuǎn	xuan3	xuan3	动
914	3	选择	xuǎnzé	xuan3 ze2	xuan3 ze2	动
915	3	学期	xuéqī	xue2 qi1	xue2 qi1	名
916	3	牙	yá	ya2	ya2	名
917	3	牙刷	yáshuā	ya2 shua1	ya2 shua1	名
918	3	羊	yáng	yang2	yang2	名
919	3	养	yǎng	yang3	yang3	动
920	3	要求	yāoqiú	yao1 qiu2	yao1 qiu2	动、名
921	3	页	yè	ye4	ye4	量
922	3	一定	yídìng	yi2 ding4	yi1 ding4	形、副
923	3	一共	yígòng	yi2 gong4	yi1 gong4	副
924	3	一块儿	yíkuàir	yi2 kuair4	yi1 kuai4 r5	名、副
925	3	一样	yíyàng	yi2 yang4	yi1 yang4	形
926	3	以后	yǐhòu	yi3 hou4	yi3 hou4	名
927	3	以前	yǐqián	yi3 qian2	yi3 qian2	名
928	3	以上	yǐshàng	yi3 shang4	yi3 shang4	名
929	3	以外	yǐwài	yi3 wai4	yi3 wai4	名
930	3	以为	yǐwéi	yi3 wei2	yi3 wei2	动
931	3	以下	yǐxià	yi3 xia4	yi3 xia4	名
932	3	一般	yìbān	yi4 ban1	yi1 ban1	形
933	3	一边	yìbiān	yi4 bian1	yi1 bian1	副
934	3	一直	yìzhí	yi4 zhi2	yi1 zhi2	副
935	3	音乐	yīnyuè	yin1 yue4	yin1 yue4	名
936	3	银行	yínháng	yin2 hang2	yin2 hang2	名
937	3	银行卡	yínhángkǎ	yin2 hang2 ka3	yin2 hang2 ka3	名
938	3	饮料	yǐnliào	yin3 liao4	yin3 liao4	名
939	3	应该	yīnggāi	ying1 gai1	ying1 gai1	动
940	3	影响	yǐngxiǎng	ying3 xiang3	ying3 xiang3	动、名
